Gene	Comparison	Set	Term ID	Description	Annotated	Expected	Observed	Fold Enrichment	Adjusted p value	-log10(pvalue)
H13	hom_vs_het_wt	ko_response	EMAPA:16245	visceral organ system	6804	185.25	299	1.61	7.20e-05	4.14266750356873
H13	hom_vs_het_wt	ko_response	EMAPA:17412	forelimb	2066	56.25	117	2.08	1.35e-04	3.86966623150499
H13	hom_vs_het_wt	ko_response	EMAPA:18721	clavicle	340	9.26	32	3.46	1.74e-04	3.7594507517174
H13	hom_vs_het_wt	ko_response	EMAPA:16363	foregut-midgut junction	1625	44.24	97	2.19	1.86e-04	3.73048705578208
H13	hom_vs_het_wt	ko_response	EMAPA:17214	axial skeleton	1677	45.66	99	2.17	2.05e-04	3.68824613894424
H13	hom_vs_het_wt	ko_response	EMAPA:17639	maxilla	367	9.99	33	3.30	2.92e-04	3.53461714855158
H13	hom_vs_het_wt	ko_response	EMAPA:18022	viscerocranium	1117	30.41	72	2.37	2.93e-04	3.53313237964589
H13	hom_vs_het_wt	ko_response	EMAPA:16267	yolk sac mesenchyme	44	1.20	10	8.35	3.01e-04	3.52143350440616
H13	hom_vs_het_wt	ko_response	EMAPA:17638	maxillary process skeleton	367	9.99	33	3.30	3.05e-04	3.51570016065321
H13	hom_vs_het_wt	ko_response	EMAPA:17680	cranium	1532	41.71	91	2.18	3.48e-04	3.45842075605342
H13	hom_vs_het_wt	ko_response	EMAPA:35996	head bone	741	20.18	53	2.63	3.48e-04	3.45842075605342
H13	hom_vs_het_wt	ko_response	EMAPA:17924	upper jaw	1804	49.12	103	2.10	3.67e-04	3.43533393574791
H13	hom_vs_het_wt	ko_response	EMAPA:17906	lower jaw	1475	40.16	88	2.19	3.91e-04	3.40782324260413
H13	hom_vs_het_wt	ko_response	EMAPA:16090	future brain neural fold	78	2.12	13	6.12	3.91e-04	3.40782324260413
H13	hom_vs_het_wt	ko_response	EMAPA:16104	cardiovascular system	2199	59.87	120	2.00	3.91e-04	3.40782324260413
H13	hom_vs_het_wt	ko_response	EMAPA:35152	atrioventricular bundle	5	0.14	4	29.38	5.51e-04	3.25884840114821
H13	hom_vs_het_wt	ko_response	EMAPA:35669	pectoral girdle skeleton	438	11.93	36	3.02	5.83e-04	3.23433144524099
H13	hom_vs_het_wt	ko_response	EMAPA:17927	upper jaw skeleton	422	11.49	35	3.05	6.08e-04	3.21609642072726
H13	hom_vs_het_wt	ko_response	EMAPA:35379	girdle bone	442	12.03	36	2.99	6.78e-04	3.16877030613294
H13	hom_vs_het_wt	ko_response	EMAPA:17065	foregut-midgut junction gland	1515	41.25	88	2.13	7.29e-04	3.13727247168203
H13	hom_vs_het_wt	ko_response	EMAPA:31863	extraembryonic mesenchyme	61	1.66	11	6.62	7.29e-04	3.13727247168203
H13	hom_vs_het_wt	ko_response	EMAPA:16115	blood island	23	0.63	7	11.18	7.29e-04	3.13727247168203
H13	hom_vs_het_wt	ko_response	EMAPA:35986	endoderm	325	8.85	29	3.28	7.29e-04	3.13727247168203
H13	hom_vs_het_wt	ko_response	EMAPA:35453	jaw bone	501	13.64	39	2.86	7.29e-04	3.13727247168203
H13	hom_vs_het_wt	ko_response	EMAPA:36986	shoulder bone	486	13.23	38	2.87	8.23e-04	3.08460016478773
H13	hom_vs_het_wt	ko_response	EMAPA:36062	cranium bone primordium	879	23.93	58	2.42	8.23e-04	3.08460016478773
H13	hom_vs_het_wt	ko_response	EMAPA:17503	pancreas	1515	41.25	88	2.13	8.40e-04	3.07572071393812
H13	hom_vs_het_wt	ko_response	EMAPA:18290	mandible	488	13.29	38	2.86	8.40e-04	3.07572071393812
H13	hom_vs_het_wt	ko_response	EMAPA:17910	lower jaw skeleton	491	13.37	38	2.84	9.45e-04	3.02456819149074
H13	hom_vs_het_wt	ko_response	EMAPA:16133	pericardium	88	2.40	13	5.43	1.06e-03	2.97469413473523
H13	hom_vs_het_wt	ko_response	EMAPA:35455	jaw skeleton	550	14.97	41	2.74	1.06e-03	2.97469413473523
H13	hom_vs_het_wt	ko_response	EMAPA:17359	maxillary process	1350	36.76	79	2.15	1.21e-03	2.91721462968355
H13	hom_vs_het_wt	ko_response	EMAPA:32729	appendicular skeleton	1215	33.08	73	2.21	1.57e-03	2.80410034759077
H13	hom_vs_het_wt	ko_response	EMAPA:32905	jaw	2591	70.55	133	1.89	1.64e-03	2.7851561519523
H13	hom_vs_het_wt	ko_response	EMAPA:35428	impulse conducting system	12	0.33	5	15.30	1.78e-03	2.74957999769111
H13	hom_vs_het_wt	ko_response	EMAPA:16332	blood	19	0.52	6	11.60	1.86e-03	2.73048705578208
H13	hom_vs_het_wt	ko_response	EMAPA:17421	shoulder	528	14.38	39	2.71	1.86e-03	2.73048705578208
H13	hom_vs_het_wt	ko_response	EMAPA:16325	optic pit	13	0.35	5	14.13	2.09e-03	2.67985371388895
H13	hom_vs_het_wt	ko_response	EMAPA:35503	long bone	633	17.23	44	2.55	2.49e-03	2.60380065290426
H13	hom_vs_het_wt	ko_response	EMAPA:36119	egg cylinder	641	17.45	55	3.15	2.68e-03	2.57186520597121
H13	hom_vs_het_wt	ko_response	EMAPA:17172	pigmented retinal epithelium	73	1.99	11	5.53	2.98e-03	2.52578373592374
H13	hom_vs_het_wt	ko_response	EMAPA:35649	pancreas tip epithelium	68	1.85	11	5.94	3.15e-03	2.5016894462104
H13	hom_vs_het_wt	ko_response	EMAPA:16740	tracheal diverticulum	8	0.22	4	18.36	4.33e-03	2.36351210364663
H13	hom_vs_het_wt	ko_response	EMAPA:16087	yolk sac mesoderm	42	1.14	8	7.00	5.02e-03	2.29929628285498
H13	hom_vs_het_wt	ko_response	EMAPA:35862	thoracic segment of trunk	777	21.16	50	2.36	5.24e-03	2.28066871301627
H13	hom_vs_het_wt	ko_response	EMAPA:18815	gut gland	2546	69.32	128	1.85	5.35e-03	2.27164621797877
H13	hom_vs_het_wt	ko_response	EMAPA:16263	stomatodeum	66	1.80	10	5.56	5.60e-03	2.2518119729938
H13	hom_vs_het_wt	ko_response	EMAPA:18010	rib	503	13.70	36	2.63	5.78e-03	2.23807216157947
H13	hom_vs_het_wt	ko_response	EMAPA:16739	laryngo-tracheal groove	9	0.25	4	16.32	6.14e-03	2.21183162885883
H13	hom_vs_het_wt	ko_response	EMAPA:35987	mesoderm	385	10.48	29	2.77	6.61e-03	2.17979854051436
H13	hom_vs_het_wt	ko_response	EMAPA:16086	yolk sac endoderm	34	0.93	7	7.56	6.68e-03	2.17522353752445
H13	hom_vs_het_wt	ko_response	EMAPA:32856	mesothelium	124	3.38	14	4.15	7.41e-03	2.13018179202067
H13	hom_vs_het_wt	ko_response	EMAPA:18025	thoracic segment skeleton	774	21.07	49	2.33	7.44e-03	2.12842706445412
H13	hom_vs_het_wt	ko_response	EMAPA:32928	gut epithelium	733	19.96	47	2.36	7.46e-03	2.12726117252733
H13	hom_vs_het_wt	ko_response	EMAPA:17488	foot mesenchyme	256	6.97	22	3.16	8.35e-03	2.0783135245164
H13	hom_vs_het_wt	ko_response	EMAPA:16201	arterial system	345	9.39	27	2.87	8.44e-03	2.07365755337434
H13	hom_vs_het_wt	ko_response	EMAPA:16144	future prosencephalon	155	4.22	16	3.79	8.44e-03	2.07365755337434
H13	hom_vs_het_wt	ko_response	EMAPA:16112	chorion	85	2.31	11	4.75	8.89e-03	2.05109823902979
H13	hom_vs_het_wt	ko_response	EMAPA:35402	hematopoietic system	36	0.98	7	7.14	9.02e-03	2.04479346245806
H13	hom_vs_het_wt	ko_response	EMAPA:16107	allantois	140	3.81	15	3.94	9.98e-03	2.00086945871263
Nek9	hom_vs_het_wt	ko_response	EMAPA:16104	cardiovascular system	2202	80.28	219	2.73	1.23e-20	19.9100948885606
Nek9	hom_vs_het_wt	ko_response	EMAPA:37597	heart and pericardium	1976	72.04	201	2.79	1.10e-19	18.9586073148418
Nek9	hom_vs_het_wt	ko_response	EMAPA:16088	intraembryonic coelom	370	13.49	70	5.19	3.60e-18	17.4436974992327
Nek9	hom_vs_het_wt	ko_response	EMAPA:16105	heart	1949	71.05	192	2.70	3.81e-17	16.4190750243244
Nek9	hom_vs_het_wt	ko_response	EMAPA:36037	cavity or lining	428	15.60	73	4.68	6.30e-17	16.2006594505464
Nek9	hom_vs_het_wt	ko_response	EMAPA:16060	body cavity or lining	421	15.35	72	4.69	8.49e-17	16.071092309756
Nek9	hom_vs_het_wt	ko_response	EMAPA:32715	muscle tissue	373	13.60	65	4.78	3.37e-15	14.4723700991287
Nek9	hom_vs_het_wt	ko_response	EMAPA:36390	striated muscle tissue	219	7.98	48	6.01	5.64e-15	14.2487208960167
Nek9	hom_vs_het_wt	ko_response	EMAPA:32688	cardiac muscle tissue	219	7.98	48	6.01	5.64e-15	14.2487208960167
Nek9	hom_vs_het_wt	ko_response	EMAPA:16342	common atrial chamber	76	2.77	28	10.11	2.90e-14	13.537602002101
Nek9	hom_vs_het_wt	ko_response	EMAPA:16215	primitive heart tube	255	9.30	50	5.38	7.68e-13	12.1146387799685
Nek9	hom_vs_het_wt	ko_response	EMAPA:35905	vascular system	928	33.83	105	3.10	8.99e-12	11.0462403082668
Nek9	hom_vs_het_wt	ko_response	EMAPA:35993	vascular element	836	30.48	97	3.18	2.06e-11	10.6861327796308
Nek9	hom_vs_het_wt	ko_response	EMAPA:17701	diaphragm	251	9.15	46	5.03	2.28e-11	10.6420651529995
Nek9	hom_vs_het_wt	ko_response	EMAPA:35577	musculature	1763	64.27	162	2.52	3.12e-11	10.5058454059816
Nek9	hom_vs_het_wt	ko_response	EMAPA:16350	primitive ventricle	136	4.96	33	6.66	3.64e-11	10.4388986163509
Nek9	hom_vs_het_wt	ko_response	EMAPA:17185	tongue	1660	60.52	154	2.54	6.96e-11	10.1573907603894
Nek9	hom_vs_het_wt	ko_response	EMAPA:36885	gustatory system	1660	60.52	154	2.54	6.96e-11	10.1573907603894
Nek9	hom_vs_het_wt	ko_response	EMAPA:32743	blood vessel	819	29.86	94	3.15	7.29e-11	10.137272471682
Nek9	hom_vs_het_wt	ko_response	EMAPA:17331	heart ventricle	1051	38.32	111	2.90	1.04e-10	9.98296666070122
Nek9	hom_vs_het_wt	ko_response	EMAPA:16688	heart atrium	991	36.13	106	2.93	1.69e-10	9.77211329538633
Nek9	hom_vs_het_wt	ko_response	EMAPA:16548	foregut	3381	123.26	257	2.09	3.45e-10	9.46218090492672
Nek9	hom_vs_het_wt	ko_response	EMAPA:16177	trunk mesenchyme	829	30.22	92	3.04	3.93e-10	9.40560744962457
Nek9	hom_vs_het_wt	ko_response	EMAPA:35868	tissue	5341	194.71	359	1.84	3.93e-10	9.40560744962457
Nek9	hom_vs_het_wt	ko_response	EMAPA:17021	stomach	1899	69.23	166	2.40	7.63e-10	9.11747546204512
Nek9	hom_vs_het_wt	ko_response	EMAPA:17883	tongue muscle	302	11.01	48	4.36	8.49e-10	9.07109230975605
Nek9	hom_vs_het_wt	ko_response	EMAPA:16706	pharynx	1828	66.64	161	2.42	9.38e-10	9.02779716162093
Nek9	hom_vs_het_wt	ko_response	EMAPA:16247	gut	4028	146.85	291	1.98	1.11e-09	8.95467702121334
Nek9	hom_vs_het_wt	ko_response	EMAPA:16097	mesenchyme	2985	108.82	228	2.10	3.26e-09	8.48678239993206
Nek9	hom_vs_het_wt	ko_response	EMAPA:35986	endoderm	331	12.07	49	4.06	3.87e-09	8.41228903498109
Nek9	hom_vs_het_wt	ko_response	EMAPA:16715	hindgut	573	20.89	70	3.35	4.17e-09	8.37986394502624
Nek9	hom_vs_het_wt	ko_response	EMAPA:35961	embryo mesenchyme	2974	108.42	226	2.08	6.83e-09	8.16557929631847
Nek9	hom_vs_het_wt	ko_response	EMAPA:16748	tail	1956	71.31	166	2.33	7.03e-09	8.15304467498017
Nek9	hom_vs_het_wt	ko_response	EMAPA:16255	midgut	828	30.19	89	2.95	7.26e-09	8.13906337929991
Nek9	hom_vs_het_wt	ko_response	EMAPA:16164	neural tube	676	24.64	77	3.12	4.31e-08	7.36552272983927
Nek9	hom_vs_het_wt	ko_response	EMAPA:16131	pericardial component	114	4.16	25	6.02	8.25e-08	7.08354605145007
Nek9	hom_vs_het_wt	ko_response	EMAPA:17321	right atrium	31	1.13	13	11.50	1.54e-07	6.81247927916354
Nek9	hom_vs_het_wt	ko_response	EMAPA:35988	skeletal muscle	600	21.87	68	3.11	1.74e-07	6.7594507517174
Nek9	hom_vs_het_wt	ko_response	EMAPA:16905	diencephalon lateral wall	1016	37.04	97	2.62	2.85e-07	6.54515513999149
Nek9	hom_vs_het_wt	ko_response	EMAPA:16353	primitive ventricle cardiac muscle	51	1.86	16	8.61	4.00e-07	6.39794000867204
Nek9	hom_vs_het_wt	ko_response	EMAPA:32746	atrium cardiac muscle	59	2.15	17	7.90	4.25e-07	6.37161106994969
Nek9	hom_vs_het_wt	ko_response	EMAPA:17082	myelencephalon	137	4.99	27	5.41	4.41e-07	6.35556141053216
Nek9	hom_vs_het_wt	ko_response	EMAPA:36047	limb muscle	107	3.90	23	5.90	4.82e-07	6.31695296176115
Nek9	hom_vs_het_wt	ko_response	EMAPA:17315	left atrium	29	1.06	12	11.35	6.52e-07	6.18575240426808
Nek9	hom_vs_het_wt	ko_response	EMAPA:32634	hindlimb musculature	119	4.34	24	5.53	8.29e-07	6.08144546944973
Nek9	hom_vs_het_wt	ko_response	EMAPA:36048	hindlimb muscle	102	3.72	22	5.92	8.92e-07	6.04963514562388
Nek9	hom_vs_het_wt	ko_response	EMAPA:32700	limb musculature	199	7.25	32	4.41	1.14e-06	5.94309514866353
Nek9	hom_vs_het_wt	ko_response	EMAPA:32856	mesothelium	123	4.48	24	5.35	1.49e-06	5.82681373158773
Nek9	hom_vs_het_wt	ko_response	EMAPA:16911	telencephalon mantle layer	565	20.60	62	3.01	1.49e-06	5.82681373158773
Nek9	hom_vs_het_wt	ko_response	EMAPA:16906	diencephalon lateral wall mantle layer	552	20.12	61	3.03	1.49e-06	5.82681373158773
Nek9	hom_vs_het_wt	ko_response	EMAPA:16977	midbrain mantle layer	488	17.79	56	3.15	1.54e-06	5.81247927916354
Nek9	hom_vs_het_wt	ko_response	EMAPA:32718	diencephalon mantle layer	580	21.14	63	2.98	1.60e-06	5.79588001734407
Nek9	hom_vs_het_wt	ko_response	EMAPA:31857	trunk	1557	56.76	131	2.31	1.66e-06	5.77989191195994
Nek9	hom_vs_het_wt	ko_response	EMAPA:32874	intestine	1722	62.78	141	2.25	2.37e-06	5.6252516539899
Nek9	hom_vs_het_wt	ko_response	EMAPA:16976	midbrain lateral wall	1176	42.87	104	2.43	2.97e-06	5.52724355068279
Nek9	hom_vs_het_wt	ko_response	EMAPA:17743	vertebral axis musculature	586	21.36	63	2.95	3.36e-06	5.47366072261016
Nek9	hom_vs_het_wt	ko_response	EMAPA:32757	paraxial mesenchyme	973	35.47	90	2.54	3.46e-06	5.46092390120722
Nek9	hom_vs_het_wt	ko_response	EMAPA:16237	sinus venosus	46	1.68	14	8.35	3.46e-06	5.46092390120722
Nek9	hom_vs_het_wt	ko_response	EMAPA:17579	spinal cord lateral wall	1213	44.22	107	2.42	3.79e-06	5.42136079003193
Nek9	hom_vs_het_wt	ko_response	EMAPA:35987	mesoderm	384	14.00	48	3.43	3.99e-06	5.39902710431325
Nek9	hom_vs_het_wt	ko_response	EMAPA:32820	rhombomere	129	4.70	24	5.10	4.27e-06	5.36957212497498
Nek9	hom_vs_het_wt	ko_response	EMAPA:16133	pericardium	87	3.17	19	5.99	4.88e-06	5.31158017799729
Nek9	hom_vs_het_wt	ko_response	EMAPA:36054	leg muscle	96	3.50	20	5.71	5.25e-06	5.27984069659404
Nek9	hom_vs_het_wt	ko_response	EMAPA:16896	diencephalon	3984	145.24	272	1.87	5.29e-06	5.27654432796481
Nek9	hom_vs_het_wt	ko_response	EMAPA:36473	early conceptus	699	25.48	70	2.75	5.29e-06	5.27654432796481
Nek9	hom_vs_het_wt	ko_response	EMAPA:16166	neural tube lateral wall	178	6.49	29	4.47	5.29e-06	5.27654432796481
Nek9	hom_vs_het_wt	ko_response	EMAPA:38002	neuromere	135	4.92	24	4.88	5.39e-06	5.26841123481326
Nek9	hom_vs_het_wt	ko_response	EMAPA:16071	embryo mesoderm	360	13.12	44	3.35	6.42e-06	5.19246497193115
Nek9	hom_vs_het_wt	ko_response	EMAPA:16106	cardiogenic plate	30	1.09	11	10.06	7.16e-06	5.14508697769214
Nek9	hom_vs_het_wt	ko_response	EMAPA:16052	extraembryonic endoderm	128	4.67	23	4.93	7.67e-06	5.11520463605102
Nek9	hom_vs_het_wt	ko_response	EMAPA:17498	lower leg mesenchyme	177	6.45	28	4.34	8.02e-06	5.09582563171584
Nek9	hom_vs_het_wt	ko_response	EMAPA:36002	auditory system	2370	86.40	178	2.06	8.02e-06	5.09582563171584
Nek9	hom_vs_het_wt	ko_response	EMAPA:37985	vestibulo-auditory system	2370	86.40	178	2.06	8.02e-06	5.09582563171584
Nek9	hom_vs_het_wt	ko_response	EMAPA:16193	ear	2370	86.40	178	2.06	8.02e-06	5.09582563171584
Nek9	hom_vs_het_wt	ko_response	EMAPA:16201	arterial system	348	12.69	43	3.39	8.03e-06	5.09528445472132
Nek9	hom_vs_het_wt	ko_response	EMAPA:16345	common atrial chamber cardiac muscle	30	1.09	11	10.06	8.03e-06	5.09528445472132
Nek9	hom_vs_het_wt	ko_response	EMAPA:16062	embryo endoderm	236	8.60	33	3.84	9.45e-06	5.02456819149074
Nek9	hom_vs_het_wt	ko_response	EMAPA:35578	skeletal musculature	1034	37.70	93	2.47	1.00e-05	5
Nek9	hom_vs_het_wt	ko_response	EMAPA:19144	upper leg muscle	92	3.35	19	5.66	1.00e-05	5
Nek9	hom_vs_het_wt	ko_response	EMAPA:16042	extraembryonic component	632	23.04	64	2.78	1.08e-05	4.96657624451305
Nek9	hom_vs_het_wt	ko_response	EMAPA:18436	lower leg rest of mesenchyme	97	3.54	20	5.66	1.11e-05	4.95467702121334
Nek9	hom_vs_het_wt	ko_response	EMAPA:16346	outflow tract	150	5.47	25	4.57	1.11e-05	4.95467702121334
Nek9	hom_vs_het_wt	ko_response	EMAPA:16833	esophagus	1277	46.55	109	2.34	1.11e-05	4.95467702121334
Nek9	hom_vs_het_wt	ko_response	EMAPA:16192	sensory organ system	5878	214.29	369	1.72	1.44e-05	4.84163750790475
Nek9	hom_vs_het_wt	ko_response	EMAPA:18426	adrenal gland	1046	38.13	93	2.44	1.52e-05	4.81815641205523
Nek9	hom_vs_het_wt	ko_response	EMAPA:31169	somite	846	30.84	81	2.63	1.66e-05	4.77989191195994
Nek9	hom_vs_het_wt	ko_response	EMAPA:32637	hindlimb mesenchyme	435	15.86	49	3.09	1.78e-05	4.74957999769111
Nek9	hom_vs_het_wt	ko_response	EMAPA:16245	visceral organ system	6851	249.76	416	1.67	1.92e-05	4.71669877129645
Nek9	hom_vs_het_wt	ko_response	EMAPA:16240	venous system	71	2.59	16	6.18	2.17e-05	4.66354026615147
Nek9	hom_vs_het_wt	ko_response	EMAPA:16301	rhombomere 4	59	2.15	15	6.97	2.26e-05	4.6458915608526
Nek9	hom_vs_het_wt	ko_response	EMAPA:16749	tail mesenchyme	466	16.99	51	3.00	2.40e-05	4.61978875828839
Nek9	hom_vs_het_wt	ko_response	EMAPA:19107	upper arm muscle	89	3.24	18	5.55	2.45e-05	4.61083391563547
Nek9	hom_vs_het_wt	ko_response	EMAPA:27770	capillary loop renal corpuscle	127	4.63	22	4.75	2.52e-05	4.59859945921846
Nek9	hom_vs_het_wt	ko_response	EMAPA:36053	arm muscle	90	3.28	18	5.49	2.82e-05	4.54975089168064
Nek9	hom_vs_het_wt	ko_response	EMAPA:28485	maturing nephron	509	18.56	54	2.91	2.86e-05	4.54363396687096
Nek9	hom_vs_het_wt	ko_response	EMAPA:27943	maturing renal corpuscle	224	8.17	31	3.80	2.88e-05	4.54060751224077
Nek9	hom_vs_het_wt	ko_response	EMAPA:17563	pons	2087	76.08	158	2.08	2.89e-05	4.53910215724345
Nek9	hom_vs_het_wt	ko_response	EMAPA:16246	alimentary system	4927	179.62	318	1.77	3.06e-05	4.51427857351842
Nek9	hom_vs_het_wt	ko_response	EMAPA:35739	retina ganglion cell layer	162	5.91	25	4.23	3.27e-05	4.48545224733971
Nek9	hom_vs_het_wt	ko_response	EMAPA:19252	large intestine	370	13.49	43	3.19	3.34e-05	4.47625353318843
Nek9	hom_vs_het_wt	ko_response	EMAPA:28506	developing capillary loop stage nephron group	434	15.82	48	3.03	3.37e-05	4.47237009912866
Nek9	hom_vs_het_wt	ko_response	EMAPA:16318	septum transversum	42	1.53	12	7.84	3.37e-05	4.47237009912866
Nek9	hom_vs_het_wt	ko_response	EMAPA:17580	spinal cord mantle layer	903	32.92	81	2.46	3.43e-05	4.46470587995723
Nek9	hom_vs_het_wt	ko_response	EMAPA:36049	forelimb muscle	92	3.35	18	5.37	3.53e-05	4.45222529461218
Nek9	hom_vs_het_wt	ko_response	EMAPA:16204	dorsal aorta	167	6.09	26	4.27	3.69e-05	4.43297363384094
Nek9	hom_vs_het_wt	ko_response	EMAPA:17896	rectum	348	12.69	41	3.23	3.84e-05	4.41566877563247
Nek9	hom_vs_het_wt	ko_response	EMAPA:17419	forearm mesenchyme	144	5.25	23	4.38	4.29e-05	4.36754270781528
Nek9	hom_vs_het_wt	ko_response	EMAPA:17078	metencephalon basal plate	2111	76.96	158	2.05	5.20e-05	4.2839966563652
Nek9	hom_vs_het_wt	ko_response	EMAPA:17379	urogenital sinus	2446	89.17	178	2.00	5.34e-05	4.27245874297144
Nek9	hom_vs_het_wt	ko_response	EMAPA:35932	venous blood vessel	60	2.19	14	6.40	5.35e-05	4.27164621797877
Nek9	hom_vs_het_wt	ko_response	EMAPA:35400	heart septum	52	1.90	13	6.86	5.35e-05	4.27164621797877
Nek9	hom_vs_het_wt	ko_response	EMAPA:32686	endocardial lining	60	2.19	14	6.40	5.35e-05	4.27164621797877
Nek9	hom_vs_het_wt	ko_response	EMAPA:18431	forearm rest of mesenchyme	68	2.48	15	6.05	5.85e-05	4.23284413391782
Nek9	hom_vs_het_wt	ko_response	EMAPA:16098	head mesenchyme	491	17.90	51	2.85	6.06e-05	4.21752737583371
Nek9	hom_vs_het_wt	ko_response	EMAPA:35144	arterial blood vessel	189	6.89	27	3.92	6.16e-05	4.21041928783557
Nek9	hom_vs_het_wt	ko_response	EMAPA:16211	primitive heart tube cardiac muscle	6	0.22	5	22.86	6.16e-05	4.21041928783557
Nek9	hom_vs_het_wt	ko_response	EMAPA:32624	forelimb musculature	116	4.23	20	4.73	6.58e-05	4.18177410638604
Nek9	hom_vs_het_wt	ko_response	EMAPA:18321	bladder	2196	80.06	162	2.02	8.32e-05	4.07987667370928
Nek9	hom_vs_het_wt	ko_response	EMAPA:17286	inner ear vestibular component	193	7.04	27	3.84	9.02e-05	4.04479346245806
Nek9	hom_vs_het_wt	ko_response	EMAPA:37986	vestibular system	193	7.04	27	3.84	9.02e-05	4.04479346245806
Nek9	hom_vs_het_wt	ko_response	EMAPA:32628	forelimb mesenchyme	426	15.53	46	2.96	9.02e-05	4.04479346245806
Nek9	hom_vs_het_wt	ko_response	EMAPA:16674	optic cup	147	5.36	23	4.29	9.56e-05	4.0195421077239
Nek9	hom_vs_het_wt	ko_response	EMAPA:16053	parietal endoderm	33	1.20	10	8.31	9.57e-05	4.01908806222316
Nek9	hom_vs_het_wt	ko_response	EMAPA:16148	future hindbrain	549	20.01	55	2.75	1.12e-04	3.95078197732982
Nek9	hom_vs_het_wt	ko_response	EMAPA:32841	myotome	100	3.65	18	4.94	1.13e-04	3.94692155651658
Nek9	hom_vs_het_wt	ko_response	EMAPA:16184	trunk somite	522	19.03	54	2.84	1.13e-04	3.94692155651658
Nek9	hom_vs_het_wt	ko_response	EMAPA:16333	bulbus cordis	27	0.98	9	9.14	1.26e-04	3.89962945488244
Nek9	hom_vs_het_wt	ko_response	EMAPA:31109	dermomyotome	219	7.98	29	3.63	1.31e-04	3.88272870434424
Nek9	hom_vs_het_wt	ko_response	EMAPA:37283	appendage	3479	126.83	235	1.85	1.35e-04	3.86966623150499
Nek9	hom_vs_het_wt	ko_response	EMAPA:17537	hypothalamus mantle layer	324	11.81	37	3.13	1.57e-04	3.80410034759077
Nek9	hom_vs_het_wt	ko_response	EMAPA:32826	respiratory system epithelium	283	10.32	34	3.30	1.60e-04	3.79588001734407
Nek9	hom_vs_het_wt	ko_response	EMAPA:17550	medulla oblongata	2358	85.96	170	1.98	1.60e-04	3.79588001734407
Nek9	hom_vs_het_wt	ko_response	EMAPA:35906	vein	50	1.82	12	6.58	1.69e-04	3.77211329538633
Nek9	hom_vs_het_wt	ko_response	EMAPA:16820	common atrial chamber right part	11	0.40	6	14.96	1.69e-04	3.77211329538633
Nek9	hom_vs_het_wt	ko_response	EMAPA:17293	utricle	95	3.46	17	4.91	1.86e-04	3.73048705578208
Nek9	hom_vs_het_wt	ko_response	EMAPA:32717	smooth muscle tissue	179	6.53	25	3.83	1.86e-04	3.73048705578208
Nek9	hom_vs_het_wt	ko_response	EMAPA:17459	foot	619	22.57	59	2.61	1.93e-04	3.71444269099223
Nek9	hom_vs_het_wt	ko_response	EMAPA:36033	germ layer	5821	212.21	356	1.68	2.01e-04	3.69680394257951
Nek9	hom_vs_het_wt	ko_response	EMAPA:18167	axial muscle	51	1.86	12	6.45	2.05e-04	3.68824613894424
Nek9	hom_vs_het_wt	ko_response	EMAPA:17909	lower lip	117	4.27	19	4.45	2.37e-04	3.6252516539899
Nek9	hom_vs_het_wt	ko_response	EMAPA:28387	renal distal tubule	117	4.27	19	4.45	2.39e-04	3.62160209905186
Nek9	hom_vs_het_wt	ko_response	EMAPA:17458	hindlimb	2075	75.65	152	2.01	2.44e-04	3.61261017366127
Nek9	hom_vs_het_wt	ko_response	EMAPA:16057	Reichert's membrane	12	0.44	6	13.72	2.48e-04	3.60554831917378
Nek9	hom_vs_het_wt	ko_response	EMAPA:17954	early nephron	654	23.84	61	2.56	2.53e-04	3.59687947882418
Nek9	hom_vs_het_wt	ko_response	EMAPA:35428	impulse conducting system	12	0.44	6	13.72	2.60e-04	3.58502665202918
Nek9	hom_vs_het_wt	ko_response	EMAPA:27949	maturing glomerular tuft	207	7.55	27	3.58	2.78e-04	3.55595520408192
Nek9	hom_vs_het_wt	ko_response	EMAPA:27756	s-shaped body	243	8.86	30	3.39	2.78e-04	3.55595520408192
Nek9	hom_vs_het_wt	ko_response	EMAPA:28445	stage IV immature nephron	515	18.77	54	2.88	2.91e-04	3.53610701101409
Nek9	hom_vs_het_wt	ko_response	EMAPA:16137	peritoneal component	45	1.64	11	6.71	2.94e-04	3.53165266958784
Nek9	hom_vs_het_wt	ko_response	EMAPA:17337	heart left ventricle	45	1.64	11	6.71	2.95e-04	3.53017798402184
Nek9	hom_vs_het_wt	ko_response	EMAPA:35306	endocrine system	1887	68.79	140	2.04	3.02e-04	3.51999305704285
Nek9	hom_vs_het_wt	ko_response	EMAPA:35999	endocrine gland	1887	68.79	140	2.04	3.02e-04	3.51999305704285
Nek9	hom_vs_het_wt	ko_response	EMAPA:17152	neural tube ventricular layer	52	1.90	12	6.33	3.14e-04	3.50307035192678
Nek9	hom_vs_het_wt	ko_response	EMAPA:17597	cochlea	1232	44.91	99	2.20	3.27e-04	3.48545224733971
Nek9	hom_vs_het_wt	ko_response	EMAPA:19279	renal medulla	521	18.99	51	2.69	3.32e-04	3.47886191629596
Nek9	hom_vs_het_wt	ko_response	EMAPA:16194	inner ear	1960	71.45	144	2.02	3.36e-04	3.47366072261016
Nek9	hom_vs_het_wt	ko_response	EMAPA:17541	thalamus mantle layer	225	8.20	28	3.41	3.45e-04	3.46218090492673
